id|iata|icao|name|city|subd|countryCode|elevation|lat|lon
A00819|VAA|EFVA|Vaasa Airport|Vaasa|Ostrobothnia|FIN|19.0|63.0507011414|21.7621994019
A00820|VRK|EFVR|Varkaus Airport|Varkaus / Joroinen|Southern Savonia|FIN|286.0|62.1711006165|27.8686008453
A00821|YLI|EFYL|Ylivieska Airport||Northern Ostrobothnia|FIN|252.0|64.0605010986|24.7159996033
A00822|LHB|EG74|Bruntingthorpe Airport|Bruntingthorpe||GBR|467.0|52.492971862|-1.1250901222
A00823|BFS|EGAA|Belfast International Airport|Belfast|Northern Ireland|GBR|268.0|54.6575012207|-6.2158298492
A00824|ENK|EGAB|St Angelo Airport|Enniskillen|Northern Ireland|GBR|155.0|54.3988990784|-7.6516699791
A00825|BHD|EGAC|George Best Belfast City Airport|Belfast|Northern Ireland|GBR|15.0|54.6180992126|-5.8724999428
A00826|LDY|EGAE|City of Derry Airport|Derry|Northern Ireland|GBR|22.0|55.0428009033|-7.1611099243
A00827|BHX|EGBB|Birmingham International Airport|Birmingham|England|GBR|327.0|52.4538993835|-1.7480299473
A00828|CVT|EGBE|Coventry Airport|Coventry|England|GBR|267.0|52.3697013855|-1.4797199965
A00829|GLO|EGBJ|Gloucestershire Airport|Staverton|England|GBR|101.0|51.8941993713|-2.1672201157
A00830|ORM|EGBK|Sywell Aerodrome|Northampton|England|GBR|429.0|52.3053016663|-0.7930560112
A00831|NQT|EGBN|Nottingham Airport|Nottingham|England|GBR|138.0|52.9199981689|-1.0791699886
A00832|GBA|EGBP|Kemble Airport|Kemble|England|GBR|433.0|51.6680984497|-2.0569400787
A00833|MAN|EGCC|Manchester Airport|Manchester|England|GBR|257.0|53.3536987305|-2.2749500275
A00834|DSA|EGCN|Robin Hood Doncaster Sheffield Airport|Doncaster|England|GBR|55.0|53.4805378105|-1.0106563568
A00835|UPV|EGDJ|Upavon Aerodrome|Upavon|England|GBR|574.0|51.2862014771|-1.7820199728
A00836|LYE|EGDL|RAF Lyneham|Lyneham|England|GBR|513.0|51.5051002502|-1.9934300184
A00837|YEO|EGDY|RNAS Yeovilton|Yeovil|England|GBR|75.0|51.0093994141|-2.6388199329
A00838|CAL|EGEC|Campbeltown Airport|Campbeltown|Scotland|GBR|42.0|55.4371986389|-5.6863899231
A00839|EOI|EGED|Eday Airport|Eday|Scotland|GBR|10.0|59.1906013489|-2.7722198963
A00840|FIE|EGEF|Fair Isle Airport|Fair Isle|Scotland|GBR|223.0|59.5358009338|-1.6280599833
A00841|WHS|EGEH|Whalsay Airport|Whalsay|Scotland|GBR|100.0|60.3774986267|-0.925556004
A00842|COL|EGEL|Coll Airport|Coll Island|Scotland|GBR|21.0|56.6018981934|-6.6177802086
A00843|NRL|EGEN|North Ronaldsay Airport|North Ronaldsay|Scotland|GBR|40.0|59.3675003052|-2.4344398975
A00844|OBN|EGEO|Oban Airport|North Connel|Scotland|GBR|20.0|56.4635009766|-5.3996701241
A00845|PPW|EGEP|Papa Westray Airport|Papa Westray|Scotland|GBR|91.0|59.3516998291|-2.9002799988
A00846|SOY|EGER|Stronsay Airport|Stronsay|Scotland|GBR|39.0|59.1553001404|-2.6413900852
A00847|NDY|EGES|Sanday Airport|Sanday|Scotland|GBR|68.0|59.2503013611|-2.5766699314
A00848|LWK|EGET|Lerwick / Tingwall Airport|Lerwick|Scotland|GBR|43.0|60.192199707|-1.2436100245
A00849|WRY|EGEW|Westray Airport|Westray|Scotland|GBR|29.0|59.3502998352|-2.9500000477
A00850|CSA|EGEY|Colonsay Airstrip|Colonsay|Scotland|GBR|44.0|56.0574989319|-6.243060112
A00851|HAW|EGFE|Haverfordwest Airport|Haverfordwest|Wales|GBR|159.0|51.8330993652|-4.9611101151
A00852|CWL|EGFF|Cardiff International Airport|Cardiff|Wales|GBR|220.0|51.3967018127|-3.3433299065
A00853|SWS|EGFH|Swansea Airport|Swansea|Wales|GBR|299.0|51.6053009033|-4.0678300858
A00854|BRS|EGGD|Bristol International Airport|Bristol|England|GBR|622.0|51.3827018738|-2.7190899849
A00855|LPL|EGGP|Liverpool John Lennon Airport|Liverpool|England|GBR|80.0|53.3335990906|-2.8497200012
A00856|LTN|EGGW|London Luton Airport|London|England|GBR|526.0|51.8746986389|-0.3683330119
A00857|LEQ|EGHC|Land's End Airport|Land's End|England|GBR|401.0|50.1027984619|-5.6705598831
A00858|PLH|EGHD|Plymouth City Airport|Plymouth|England|GBR|476.0|50.4227981567|-4.1058301926
A00859|ISC|EGHE|St. Mary's Airport|St. Mary's|England|GBR|116.0|49.9132995605|-6.2916698456
A00860|BOH|EGHH|Bournemouth Airport|Bournemouth|England|GBR|38.0|50.7799987793|-1.8424999714
A00861|SOU|EGHI|Southampton Airport|Southampton|England|GBR|44.0|50.9502983093|-1.3567999601
A00862|BBP|EGHJ|Bembridge Airport|Bembridge|England|GBR|53.0|50.6781005859|-1.1094399691
A00863|NQY|EGHQ|Newquay Cornwall Airport|Newquay|England|GBR|390.0|50.4406013489|-4.9954099655
A00864|QUG|EGHR|Chichester/Goodwood Airport|Chichester|England|GBR|98.0|50.8594017029|-0.7591670156
A00865|ACI|EGJA|Alderney Airport|Saint Anne|Alderney|GGY|290.0|49.7061004639|-2.2147200108
A00866|GCI|EGJB|Guernsey Airport|Saint Peter Port|Forest|GGY|336.0|49.4350013733|-2.6019699574
A00867|JER|EGJJ|Jersey Airport|Saint Helier|St-Peter|JEY|277.0|49.207901001|-2.1955099106
A00868|ESH|EGKA|Shoreham Airport|Brighton|England|GBR|7.0|50.8356018066|-0.2972219884
A00869|BQH|EGKB|London Biggin Hill Airport|London|England|GBR|598.0|51.3307991028|0.0324999988
A00870|LGW|EGKK|London Gatwick Airport|London|England|GBR|202.0|51.1481018066|-0.1902779937
A00871|LCY|EGLC|London City Airport|London|England|GBR|19.0|51.5052986145|0.0552779995
A00872|FAB|EGLF|Farnborough Airport|Farnborough|England|GBR|238.0|51.2757987976|-0.7763329744
A00873|BBS|EGLK|Blackbushe Airport|Yateley|England|GBR|325.0|51.3238983154|-0.8475000262
A00874|LHR|EGLL|London Heathrow Airport|London|England|GBR|83.0|51.4706001282|-0.4619410038
A00875|SEN|EGMC|Southend Airport|Southend|England|GBR|49.0|51.5713996887|0.695555985
A00876|LYX|EGMD|Lydd Airport|Lydd|England|GBR|13.0|50.9561004639|0.9391670227
A00877|MSE|EGMH|Kent International Airport|Manston|England|GBR|178.0|51.3422012329|1.3461099863
A00878|CAX|EGNC|Carlisle Airport|Carlisle|England|GBR|190.0|54.9375|-2.8091700077
A00879|BLK|EGNH|Blackpool International Airport|Blackpool|England|GBR|34.0|53.7717018127|-3.0286099911
A00880|HUY|EGNJ|Humberside Airport|Grimsby|England|GBR|121.0|53.5744018555|-0.3508329988
A00881|BWF|EGNL|Barrow Walney Island Airport|Barrow-in-Furness|England|GBR|173.0|54.1311988831|-3.2636699677
A00882|LBA|EGNM|Leeds Bradford Airport|Leeds|England|GBR|681.0|53.8658981323|-1.6605700254
A00883|WRT|EGNO|Warton Airport|Warton|England|GBR|55.0|53.745098114|-2.8830599785
A00884|CEG|EGNR|Hawarden Airport|Hawarden|Wales|GBR|45.0|53.1781005859|-2.9777801037
A00885|IOM|EGNS|Isle of Man Airport|Castletown|Castletown|IMN|52.0|54.0833015442|-4.6238899231
A00886|NCL|EGNT|Newcastle Airport|Newcastle|England|GBR|266.0|55.0374984741|-1.6916699409
A00887|MME|EGNV|Durham Tees Valley Airport|Durham|England|GBR|120.0|54.5092010498|-1.4294099808
A00888|EMA|EGNX|East Midlands Airport|Nottingham|England|GBR|306.0|52.8311004639|-1.3280600309
A00889|KOI|EGPA|Kirkwall Airport|Orkney Islands|Scotland|GBR|50.0|58.9578018188|-2.9049999714
A00890|LSI|EGPB|Sumburgh Airport|Lerwick|Scotland|GBR|20.0|59.8788986206|-1.2955600023
A00891|WIC|EGPC|Wick Airport|Wick|Scotland|GBR|126.0|58.4589004517|-3.0930600166
A00892|ABZ|EGPD|Aberdeen Dyce Airport|Aberdeen|Scotland|GBR|215.0|57.2019004822|-2.1977798939
A00893|INV|EGPE|Inverness Airport|Inverness|Scotland|GBR|31.0|57.5424995422|-4.0475001335
A00894|GLA|EGPF|Glasgow International Airport|Glasgow|Scotland|GBR|26.0|55.8718986511|-4.4330601692
A00895|EDI|EGPH|Edinburgh Airport|Edinburgh|Scotland|GBR|135.0|55.9500007629|-3.3724999428
A00896|ILY|EGPI|Islay Airport|Port Ellen|Scotland|GBR|56.0|55.6819000244|-6.2566699982
A00897|PIK|EGPK|Glasgow Prestwick Airport|Glasgow|Scotland|GBR|65.0|55.5093994141|-4.5866699219
A00898|BEB|EGPL|Benbecula Airport|Balivanich|Scotland|GBR|19.0|57.481098175|-7.3627800941
A00899|SCS|EGPM|Scatsta Airport|Shetland Islands|Scotland|GBR|81.0|60.432800293|-1.296110034
A00900|DND|EGPN|Dundee Airport|Dundee|Scotland|GBR|17.0|56.4524993896|-3.0258300304
A00901|SYY|EGPO|Stornoway Airport|Stornoway|Scotland|GBR|26.0|58.2155990601|-6.3311100006
A00902|BRR|EGPR|Barra Airport|Eoligarry|Scotland|GBR|5.0|57.0228004456|-7.4430599213
A00903|PSL|EGPT|Perth/Scone Airport|Perth|Scotland|GBR|397.0|56.439201355|-3.3722200394
A00904|TRE|EGPU|Tiree Airport|Balemartine|Scotland|GBR|38.0|56.4991989136|-6.8691701889
A00905|UNT|EGPW|Unst Airport|Shetland Islands|Scotland|GBR|0.0|60.7472000122|-0.8538500071
A00906|BOL|EGQB|Ballykelly Airport|Ballykelly|Northern Ireland|GBR|85.0|55.0602989197|-7.0202798843
A00907|FSS|EGQK|RAF Kinloss|Kinloss|Scotland|GBR|22.0|57.6493988037|-3.5606400967
A00908|ADX|EGQL|RAF Leuchars|St. Andrews|Scotland|GBR|38.0|56.3728981018|-2.8684399128
A00909|LMO|EGQS|RAF Lossiemouth|Lossiemouth|Scotland|GBR|42.0|57.7052001953|-3.3391699791
A00910|CBG|EGSC|Cambridge Airport|Cambridge|England|GBR|47.0|52.2050018311|0.174999997
A00911|NWI|EGSH|Norwich International Airport|Norwich|England|GBR|117.0|52.6758003235|1.2827800512
A00912|STN|EGSS|London Stansted Airport|London|England|GBR|348.0|51.8849983215|0.2349999994
A00913|HYC|EGTB|Wycombe Air Park|High Wycombe|England|GBR|515.0|51.6116981506|-0.8083329797
A00914|EXT|EGTE|Exeter International Airport|Exeter|England|GBR|102.0|50.7344017029|-3.4138898849
A00915|FZO|EGTG|Bristol Filton Airport|Bristol|England|GBR|226.0|51.5194015503|-2.5908300877
A00916|OXF|EGTK|Oxford (Kidlington) Airport|Kidlington|England|GBR|270.0|51.8368988037|-1.3200000525
A00917|RCS|EGTO|Rochester Airport|Rochester|England|GBR|436.0|51.3518981934|0.5033329725
A00918|BEX|EGUB|RAF Benson|Benson|England|GBR|226.0|51.6164016724|-1.0958299637
A00919|LKZ|EGUL|RAF Lakenheath|Lakenheath|England|GBR|32.0|52.4093017578|0.5609999895
A00920|MHZ|EGUN|RAF Mildenhall|Mildenhall|England|GBR|33.0|52.3619003296|0.4864059985
A00921|QUY|EGUY|RAF Wyton|St. Ives|England|GBR|135.0|52.3572006226|-0.107832998
A00922|FFD|EGVA|RAF Fairford|Fairford|England|GBR|286.0|51.6822013855|-1.7900300026
A00923|BZZ|EGVN|RAF Brize Norton|Brize Norton|England|GBR|288.0|51.75|-1.5836199522
A00924|ODH|EGVO|RAF Odiham|Odiham|England|GBR|405.0|51.2341003418|-0.9428250194
A00925|NHT|EGWU|RAF Northolt|London|England|GBR|124.0|51.5530014038|-0.418166995
A00926|QCY|EGXC|RAF Coningsby|Coningsby|England|GBR|25.0|53.0929985046|-0.1660140008
A00927|BEQ|EGXH|RAF Honington|Thetford|England|GBR|174.0|52.3426017761|0.7729390264
A00928|OKH|EGXJ|RAF Cottesmore|Cottesmore|England|GBR|461.0|52.7356987|-0.648769021
A00929|SQZ|EGXP|RAF Scampton|Scampton|England|GBR|202.0|53.307800293|-0.5508329868
A00930|HRT|EGXU|RAF Linton-On-Ouse|Linton-On-Ouse|England|GBR|53.0|54.0489006042|-1.2527500391
A00931|WTN|EGXW|RAF Waddington|Waddington|England|GBR|231.0|53.1661987305|-0.5238109827
A00932|MRH|EGYM|RAF Marham|Marham|England|GBR|75.0|52.648399353|0.5506920218
A00933|MPN|EGYP|Mount Pleasant Airport|Mount Pleasant|Tierra-del-Fuego|FLK|244.0|-51.8227996826|-58.4472007751
A00934|AMS|EHAM|Amsterdam Airport Schiphol|Amsterdam|North Holland|NLD|-11.0|52.3086013794|4.7638897896
A00935|MST|EHBK|Maastricht Aachen Airport|Maastricht|Limburg|NLD|375.0|50.9117012024|5.7701401711
A00936|EIN|EHEH|Eindhoven Airport|Eindhoven|North Brabant|NLD|74.0|51.4500999451|5.3745298386
A00937|GRQ|EHGG|Eelde Airport|Groningen|Drenthe|NLD|17.0|53.1197013855|6.5794401169
A00938|GLZ|EHGR|Gilze Rijen Air Base|Breda|North Brabant|NLD|49.0|51.567401886|4.9318299294
A00939|DHR|EHKD|De Kooy Airport|Den Helder|North Holland|NLD|3.0|52.9234008789|4.7806200981
A00940|LEY|EHLE|Lelystad Airport|Lelystad|Flevoland|NLD|-13.0|52.4603004456|5.5272197723
A00941|LWR|EHLW|Leeuwarden Air Base|Leeuwarden|Friesland|NLD|3.0|53.2285995483|5.7605600357
A00942|RTM|EHRD|Rotterdam Airport|Rotterdam|South Holland|NLD|-15.0|51.9569015503|4.4372200966
A00943|ENS|EHTW|Twenthe Airport|Enschede|Overijssel|NLD|114.0|52.2700004578|6.8741698265
A00944|UDE|EHVK|Volkel Air Base|Uden|North Brabant|NLD|72.0|51.6563987732|5.7086100578
A00945|WOE|EHWO|Woensdrecht Air Base|Bergen Op Zoom|North Brabant|NLD|63.0|51.4491004944|4.3420300484
A00946|BYT|EIBN|Bantry Aerodrome|Bantry|Munster|IRL|7.0|51.668598175|-9.48416996
A00947|BLY|EIBT|Belmullet Aerodrome|Belmullet|Connaught|IRL|150.0|54.2228012085|-10.0307998657
A00948|NNR|EICA|Connemara Regional Airport|Inverin|Connaught|IRL|70.0|53.2303009033|-9.4677801132
A00949|ORK|EICK|Cork Airport|Cork|Munster|IRL|502.0|51.8413009644|-8.491109848
A00950|GWY|EICM|Galway Airport|Galway|Connaught|IRL|81.0|53.300201416|-8.9415903091
A00951|CFN|EIDL|Donegal Airport|Donegal|Ulster|IRL|30.0|55.0442008972|-8.3409996033
A00952|DUB|EIDW|Dublin Airport|Dublin|Leinster|IRL|242.0|53.4212989807|-6.270070076
A00953|IOR|EIIM|Inishmore Aerodrome|Inis Mor|Connaught|IRL|24.0|53.1067008972|-9.6536102295
A00954|INQ|EIIR|Inisheer Aerodrome|Inis Oirr|Connaught|IRL|40.0|53.0647010803|-9.5108995438
A00955|KKY|EIKK|Kilkenny Airport|Kilkenny|Leinster|IRL|319.0|52.6507987976|-7.2961101532
A00956|NOC|EIKN|Ireland West Knock Airport|Charleston|Connaught|IRL|665.0|53.9103012085|-8.8184900284
A00957|KIR|EIKY|Kerry Airport|Killarney|Munster|IRL|112.0|52.1809005737|-9.5237798691
A00958|LTR|EILT|Letterkenny Airport|Letterkenny|Ulster|IRL|20.0|54.9513015747|-7.6728301048
A00959|IIA|EIMN|Inishmaan Aerodrome|Inis Meain|Connaught|IRL|15.0|53.0929985046|-9.5680599213
A00960|SNN|EINN|Shannon Airport|Shannon|Munster|IRL|46.0|52.7019996643|-8.9248199463
A00961|SXL|EISG|Sligo Airport|Sligo|Connaught|IRL|11.0|54.2802009583|-8.5992097855
A00962|WAT|EIWF|Waterford Airport|Waterford|Munster|IRL|119.0|52.1871986389|-7.0869598389
A00963|AAR|EKAH|Aarhus Airport|Aarhus|Central Jutland|DNK|82.0|56.2999992371|10.6190004349
A00964|BLL|EKBI|Billund Airport|Billund|South Denmark|DNK|247.0|55.7402992249|9.1517801285
A00965|CPH|EKCH|Copenhagen Kastrup Airport|Copenhagen|Capital-Region|DNK|17.0|55.6179008484|12.6560001373
A00966|EBJ|EKEB|Esbjerg Airport|Esbjerg|South Denmark|DNK|97.0|55.5259017944|8.5534000397
A00967|KRP|EKKA|Karup Airport|Karup|Central Jutland|DNK|170.0|56.2975006104|9.1246299744
A00968|BYR|EKLS|Laeso Airport|Laeso|North Denmark|DNK|25.0|57.2771987915|11.0001001358
A00969|MRW|EKMB|Lolland Falster Maribo Airport|Lolland Falster / Maribo|Zealand|DNK|16.0|54.6992988586|11.4400997162
A00970|ODE|EKOD|Odense Airport|Odense|South Denmark|DNK|56.0|55.4766998291|10.3309001923
A00971|RKE|EKRK|Copenhagen Roskilde Airport|Copenhagen|Zealand|DNK|146.0|55.5856018066|12.1314001083
A00972|RNN|EKRN|Bornholm Airport|Ronne|Capital-Region|DNK|52.0|55.0633010864|14.7595996857
A00973|SGD|EKSB|Sonderborg Airport|Sonderborg|South Denmark|DNK|24.0|54.9644012451|9.7917299271
A00974|CNL|EKSN|Sindal Airport|Sindal|North Denmark|DNK|92.0|57.5035018921|10.2293996811
A00975|SKS|EKSP|Vojens Skrydstrup Airport|Vojens|South Denmark|DNK|141.0|55.2256011963|9.2639303207
A00976|SQW|EKSV|Skive Airport|Skive|Central Jutland|DNK|74.0|56.550201416|9.1729803085
A00977|TED|EKTS|Thisted Airport|Thisted|North Denmark|DNK|23.0|57.0688018799|8.7052202225
A00978|FAE|EKVG|Vagar Airport|Vagar|Vagar|FRO|280.0|62.0635986328|-7.2772197723
A00979|STA|EKVJ|Stauning Airport|Skjern / Ringkobing|Central Jutland|DNK|17.0|55.9901008606|8.3539104462
A00980|AAL|EKYT|Aalborg Airport|Aalborg|North Denmark|DNK|10.0|57.0927589138|9.8492431641
A00981|LUX|ELLX|Luxembourg-Findel International Airport|Luxembourg|Luxembourg|LUX|1234.0|49.6265983582|6.211520195
A00982|AES|ENAL|Ålesund Airport|Ålesund|Møre og Romsdal|NOR|69.0|62.5625|6.119699955
A00983|ANX|ENAN|Andøya Airport|Andenes|Nordland|NOR|43.0|69.2925033569|16.1441993713
A00984|ALF|ENAT|Alta Airport|Alta|Finnmark|NOR|9.0|69.9760971069|23.3717002869
A00985|FDE|ENBL|Bringeland Airport|Førde|Sogn og Fjordane|NOR|1046.0|61.3911018372|5.756939888
A00986|BNN|ENBN|Brønnøysund Airport|Brønnøy|Nordland|NOR|25.0|65.4610977173|12.217499733
A00987|BOO|ENBO|Bodø Airport|Bodø|Nordland|NOR|42.0|67.269203186|14.3653001785
A00988|BGO|ENBR|Bergen Airport Flesland|Bergen|Hordaland|NOR|170.0|60.2933998108|5.2181401253
A00989|BJF|ENBS|Båtsfjord Airport|Båtsfjord|Finnmark|NOR|490.0|70.6005020142|29.691400528
A00990|BVG|ENBV|Berlevåg Airport|Berlevåg|Finnmark|NOR|42.0|70.8713989258|29.0342006683
A00991|KRS|ENCN|Kristiansand Airport|Kjevik|Vest-Agder|NOR|57.0|58.2042007446|8.0853700638
A00992|BDU|ENDU|Bardufoss Airport|Malselv|Troms|NOR|252.0|69.0558013916|18.5403995514
A00993|EVE|ENEV|Harstad/Narvik Airport Evenes|Evenes|Nordland|NOR|84.0|68.4913024902|16.6781005859
A00994|VDB|ENFG|Leirin Airport||Oppland|NOR|2697.0|61.0155982971|9.2880601883
A00995|FRO|ENFL|Florø Airport|Florø|Sogn og Fjordane|NOR|37.0|61.5835990906|5.024720192
A00996|OSL|ENGM|Oslo Gardermoen Airport|Oslo|Akershus|NOR|681.0|60.193901062|11.100399971
A00997|HMR|ENHA|Stafsberg Airport|Hamar|Hedmark|NOR|713.0|60.8180999756|11.0679998398
A00998|HAU|ENHD|Haugesund Airport|Karmoy|Rogaland|NOR|86.0|59.3452987671|5.2083601952
A00999|HFT|ENHF|Hammerfest Airport|Hammerfest|Finnmark|NOR|266.0|70.6797027588|23.6686000824
A01000|HAA|ENHK|Hasvik Airport|Hasvik|Finnmark|NOR|21.0|70.4867019653|22.1396999359
A01001|HVG|ENHV|Valan Airport|Honningsvåg|Finnmark|NOR|44.0|71.0096969604|25.9836006165
A01002|KSU|ENKB|Kristiansund Airport Kvernberget|Kvernberget|Møre og Romsdal|NOR|204.0|63.1118011475|7.8245201111
A01003|GLL|ENKL|Gol Airport|Klanten|Buskerud|NOR|2720.0|60.7914009094|9.0505599976
A01004|KKN|ENKR|Kirkenes Airport Hoybuktmoen|Kirkenes|Finnmark|NOR|283.0|69.7257995605|29.8913002014
A01005|LKN|ENLK|Leknes Airport|Leknes|Nordland|NOR|78.0|68.1524963379|13.6093997955
A01006|MEH|ENMH|Mehamn Airport|Mehamn|Finnmark|NOR|39.0|71.0297012329|27.8267002106
A01007|MOL|ENML|Molde Airport|Aro|Møre og Romsdal|NOR|10.0|62.7447013855|7.2624998093
A01008|MJF|ENMS|Mosjøen Airport Kjaerstad||Nordland|NOR|237.0|65.783996582|13.2149000168
A01009|LKL|ENNA|Banak Airport|Lakselv|Finnmark|NOR|25.0|70.0688018799|24.9734992981
A01010|OSY|ENNM|Namsos Hoknesora Airport|Namsos|Nor-Trøndelag|NOR|7.0|64.4721984863|11.5785999298
A01011|NTB|ENNO|Notodden Airport||Telemark|NOR|63.0|59.565700531|9.212220192
A01012|OLA|ENOL|Ørland Airport|Ørland|Sor-Trøndelag|NOR|28.0|63.6988983154|9.6040000916
A01013|HOV|ENOV|Ørsta-Volda Airport Hovden|Ørsta|Møre og Romsdal|NOR|243.0|62.1800003052|6.0741000175
A01014|MQN|ENRA|Mo i Rana Airport Rossvoll|Mo i Rana|Nordland|NOR|229.0|66.363899231|14.3014001846
A01015|RVK|ENRM|Rørvik Airport Ryum|Rorvik|Nord-Trøndelag|NOR|14.0|64.8383026123|11.1461000443
A01016|RRS|ENRO|Røros Airport|Roros|Sor-Trøndelag|NOR|2054.0|62.5783996582|11.342300415
A01017|RET|ENRS|Røst Airport||Nordland|NOR|7.0|67.5278015137|12.1033000946
A01018|RYG|ENRY|Moss Airport Rygge|Rygge|Østfold|NOR|174.0|59.3788986206|10.7855997086
A01019|LYR|ENSB|Svalbard Airport Longyear|Longyearbyen|Svalbard|NOR|88.0|78.2461013794|15.4656000137
A01020|SDN|ENSD|Sandane Airport Anda|Sandane|Sogn og Fjordane|NOR|196.0|61.8300018311|6.1058301926
A01021|SOG|ENSG|Sogndal Airport|Sogndal|Sogn og Fjordane|NOR|0.0|61.1561012268|7.1377801895
A01022|SVJ|ENSH|Svolvær Helle Airport|Svolvær|Nordland|NOR|27.0|68.2433013916|14.6691999435
A01023|SKN|ENSK|Stokmarknes Skagen Airport|Hadsel|Nordland|NOR|11.0|68.5788269043|15.033416748
A01024|SKE|ENSN|Skien Airport|Geiteryggen|Telemark|NOR|463.0|59.1850013733|9.5669403076
A01025|SRP|ENSO|Stord Airport|Leirvik|Hordaland|NOR|160.0|59.7919006348|5.3408498764
A01026|SOJ|ENSR|Sørkjosen Airport|Sørkjosen|Troms|NOR|16.0|69.7867965698|20.959400177
A01027|VAW|ENSS|Vardø Airport Svartnes|Vardø|Finnmark|NOR|42.0|70.3554000854|31.0449008942
A01028|SSJ|ENST|Sandnessjoen Airport Stokka|Alstahaug|Nordland|NOR|56.0|65.9568023682|12.4688997269
A01029|TOS|ENTC|Tromsø Airport|Tromsø|Troms|NOR|31.0|69.6832962036|18.9188995361
A01030|TRF|ENTO|Sandefjord Airport Torp|Torp|Vestfold|NOR|286.0|59.1866989136|10.258600235
A01031|TRD|ENVA|Trondheim Airport Vaernes|Trondheim|Nord-Trøndelag|NOR|56.0|63.4578018188|10.9239997864
A01032|VDS|ENVD|Vadsø Airport|Vadsø|Finnmark|NOR|127.0|70.0652999878|29.8446998596
A01033|SVG|ENZV|Stavanger Airport Sola|Stavanger|Rogaland|NOR|29.0|58.876701355|5.6377801895
A01034|BXP|EPBP|Biala Podlaska Airport|Biala Podlaska|Lublin|POL|495.0|52.0057983398|23.1436004639
A01035|BZG|EPBY|Bydgoszcz Ignacy Jan Paderewski Airport|Bydgoszcz|Kujawsko-Pomorskie|POL|235.0|53.0968017578|17.9776992798
A01036|GDN|EPGD|Gdańsk Lech Wałęsa Airport|Gdańsk|Pomerania|POL|489.0|54.3776016235|18.4661998749
A01037|KRK|EPKK|John Paul II International Airport Kraków-Balice Airport|Kraków|Lesser-Poland-Voivodeship|POL|791.0|50.0777015686|19.7847995758
A01038|KTW|EPKT|Katowice International Airport|Katowice|Silesia|POL|995.0|50.4743003845|19.0799999237
A01039|OSZ|EPKZ|Koszalin Zegrze Airport||West Pomerania|POL|249.0|54.0424995422|16.2656002045
A01040|LUZ|EPLB|Lublin Airport|Lublin|Lublin|POL|633.0|51.240278|22.713611
A01041|LCJ|EPLL|Łódź Władysław Reymont Airport|Łódź|Kodz-Voivodeship|POL|604.0|51.7219009399|19.3980998993
A01042|WMI|EPMO|Warsaw Modlin Airport|Warsaw|Mazovia|POL|341.0|52.4510993958|20.6518001556
A01043|POZ|EPPO|Poznań-Ławica Airport|Poznań|Greater-Poland|POL|308.0|52.4210014343|16.8262996674
A01044|CZW|EPRU|Częstochowa-Rudniki Airport|Częstochowa|Silesia|POL|860.0|50.8849983215|19.20470047
A01045|RZE|EPRZ|Rzeszow-Jasionka Airport|Rzeszow|Subcarpathian-Voivodeship|POL|675.0|50.1100006104|22.0189990997
A01046|SZZ|EPSC|Szczecin-Goleniow Solidarność Airport|Goleniow|West Pomerania|POL|154.0|53.5847015381|14.9021997452
A01047|WAW|EPWA|Warsaw Chopin Airport|Warsaw|Mazovia|POL|362.0|52.1656990051|20.9671001434
A01048|WRO|EPWR|Copernicus Wrocław Airport|Wrocław|Lower-Silesia|POL|404.0|51.1026992798|16.885799408
A01049|IEG|EPZG|Zielona Góra-Babimost Airport|Babimost|Lubusz|POL|194.0|52.1385002136|15.7986001968
A01050|RNB|ESDF|Ronneby Airport||Blekinge|SWE|191.0|56.2667007446|15.2650003433
A01051|GOT|ESGG|Gothenburg-Landvetter Airport|Gothenburg|Vaestra-Gotaland|SWE|506.0|57.6627998352|12.279800415
A01052|JKG|ESGJ|Jonkoping Airport|Jonkoping|Jonkoping|SWE|741.0|57.757598877|14.0686998367
A01053|LDK|ESGL|Lidkoping-Hovby Airport|Lidkoping|Vaestra-Gotaland|SWE|200.0|58.4654998779|13.1744003296
A01054|GSE|ESGP|Gothenburg City Airport|Gothenburg|Vaestra-Gotaland|SWE|59.0|57.7747001648|11.8704004288
A01055|KVB|ESGR|Skovde Airport|Skovde|Vaestra-Gotaland|SWE|324.0|58.456401825|13.972700119
A01056|THN|ESGT|Trollhattan-Vanersborg Airport|Trollhattan|Vaestra-Gotaland|SWE|137.0|58.3180999756|12.345000267
A01057|KSK|ESKK|Karlskoga Airport||Oerebro|SWE|400.0|59.3459014893|14.4959001541
A01058|MXX|ESKM|Mora Airport||Dalarna|SWE|634.0|60.957901001|14.5114002228
A01059|NYO|ESKN|Stockholm Skavsta Airport|Stockholm / Nykoping|Sodermanland|SWE|140.0|58.7886009216|16.9122009277
A01060|KID|ESMK|Kristianstad Airport|Kristianstad|Skane|SWE|76.0|55.9216995239|14.0854997635
A01061|OSK|ESMO|Oskarshamn Airport||Kalmar|SWE|96.0|57.3504981995|16.4979991913
A01062|KLR|ESMQ|Kalmar Airport||Kalmar|SWE|17.0|56.6855010986|16.2875995636
A01063|MMX|ESMS|Malmo Sturup Airport|Malmo|Skane|SWE|236.0|55.536305364|13.3761978149
A01064|HAD|ESMT|Halmstad Airport|Halmstad|Halland|SWE|101.0|56.6911010742|12.8201999664
A01065|VXO|ESMX|Vaxjo Kronoberg Airport|Vaxjo|Kronoberg|SWE|610.0|56.9291000366|14.7279996872
